Diagonal	7000	7000	0.02	39.75109
CSC	7000	7000	0.005	8.81801
Diagonal	7000	7000	0.005	39.72037
CSC	7000	7000	0.01	8.83568
Diagonal	7000	7000	0.01	39.78323
CSC	7000	7000	0.02	9.00944
Diagonal	7000	7000	0.02	39.20981
CSC	7000	7000	0.005	8.74318
Diagonal	7000	7000	0.005	39.75137
CSC	7000	7000	0.01	8.96509
Diagonal	7000	7000	0.01	39.30495
CSC	7000	7000	0.02	8.98778
Diagonal	7000	7000	0.02	39.52481
CSC	7000	7000	0.005	8.74479
Diagonal	7000	7000	0.005	39.55453
CSC	7000	7000	0.01	8.84837
Diagonal	7000	7000	0.01	39.60281
CSC	7000	7000	0.02	8.86678
Diagonal	7000	7000	0.02	40.74923
CSC	7000	7000	0.005	8.75173
Diagonal	7000	7000	0.005	38.76651
CSC	7000	7000	0.01	8.81629
Diagonal	7000	7000	0.01	41.36729
CSC	7000	7000	0.02	8.99733
Diagonal	7000	7000	0.02	39.55871
CSC	7000	7000	0.005	8.75752
Diagonal	7000	7000	0.005	38.98078
CSC	7000	7000	0.01	8.84038
Diagonal	7000	7000	0.01	41.21265
CSC	7000	7000	0.02	8.95691
Diagonal	7000	7000	0.02	40.97767
CSC	7000	7000	0.005	8.74650
Diagonal	7000	7000	0.005	41.09225
CSC	7000	7000	0.01	8.82558
Diagonal	7000	7000	0.01	39.95188
CSC	7000	7000	0.02	8.96753
Diagonal	7000	7000	0.02	39.41898
CSC	7000	7000	0.005	8.78126
Diagonal	7000	7000	0.005	38.87817
CSC	7000	7000	0.01	8.90293
Diagonal	7000	7000	0.01	39.22204
CSC	7000	7000	0.02	8.94555
Diagonal	7000	7000	0.02	39.71753
CSC	9000	9000	0.005	14.73008
Diagonal	9000	9000	0.005	70.95062
CSC	9000	9000	0.01	14.83254
Diagonal	9000	9000	0.01	72.42959
CSC	9000	9000	0.02	15.06976
Diagonal	9000	9000	0.02	72.51454
CSC	9000	9000	0.005	14.81343
Diagonal	9000	9000	0.005	71.11172
CSC	9000	9000	0.01	14.94513
Diagonal	9000	9000	0.01	71.28738
CSC	9000	9000	0.02	15.40435
Diagonal	9000	9000	0.02	71.53573
CSC	9000	9000	0.005	14.75367
Diagonal	9000	9000	0.005	72.15752
CSC	9000	9000	0.01	14.92029
Diagonal	9000	9000	0.01	74.99217
CSC	9000	9000	0.02	15.17230
Diagonal	9000	9000	0.02	71.64905
CSC	9000	9000	0.005	14.72196
Diagonal	9000	9000	0.005	71.14987
CSC	9000	9000	0.01	14.95067
Diagonal	9000	9000	0.01	72.76885
CSC	9000	9000	0.02	15.05964
Diagonal	9000	9000	0.02	72.32470
CSC	9000	9000	0.005	14.84354
